"orgEic";"injectionUnit_id";"injectionUnit_name";"injectionUnit_eic"
"40X0000000006769";99514;"POLAT HES";"40W000000099514O"
"40X0000000006769";99500;"POLAT HES";"40W000000099500Z"
"40X0000000006769";4049;"Yaylabel HES";"40W000000004049U"
"40X0000000006769";4051;"Yazý HES";"40W0000000040516"
"40X0000000006769";3204626;"ÇATALOLUK HES";"40W000003204626H"
"40X000000007879Y";1724115;"UMURLAR RÜZGAR ENERJÝ SANTRALÝ";"40W000001724115B"
"40X000000005109J";84320;"PAPART HES";"40W000000084320V"
"40X000000011258G";3200592;"ELMALI RES(ELMALI ENR.)";"40W000003200592S"
"40X000000000372T";3573;"ELTA ELEKTRÝK DODURGA SANTRALI";"40W000000003573I"
"40X0000000083224";2060953;"Yazýlý I-II-III HES";"40W0000020609538"
"40X000000002625G";18682;"Kayabükü HES";"40W000000018682J"
"40X000000005313K";338048;"MEREKLER REG. VE ALGÖLÜ HES";"40W000000338048A"
"40X000000005777F";118283;"EMSEY SAÐLIK HÝZMETLERÝ VE ÝÞLETMELERÝ TURÝZM OTELCÝLÝK TÝC. A.Þ";"40W000000118283Q"
"40X000000007399B";1398005;"PÝRÝNÇLÝK HES";"40W000001398005L"
"40X000000009432T";3194380;"ENERJEO KEMALÝYE JES";"40W000003194380D"
"40X000000011233W";3200465;"DELÝCE-1 HES";"40W000003200465Z"
"40X000000000282U";3199269;"DOÐANÇAY REG. ve HES(ENERJÝSA ENR.)";"40W000003199269H"
"40X000000000282U";81641;"ENERJISA-MENGE HES";"40W000000081641Q"
"40X000000000282U";2196;"ENERJÝSA ADANA SANTRALI";"40W000000002196R"
"40X000000000282U";1054834;"ENERJÝSA ARKUN HES";"40W000001054834A"
"40X000000000282U";107162;"ENERJÝSA BALIKESÝR RES";"40W000000107162C"
"40X000000000282U";3194367;"ENERJÝSA BANDIRMA II SANTRALI";"40W0000031943675"
"40X000000000282U";24604;"ENERJÝSA BANDIRMA SANTRALI";"40W000000024604G"
"40X000000000282U";268928;"ENERJÝSA DAÐDELEN HES";"40W0000002689286"
"40X000000000282U";100197;"ENERJÝSA DAÐPAZARI RES";"40W000000100197S"
"40X000000000282U";100467;"ENERJÝSA DAÐPAZARI RES";"40W000000100467P"
"40X000000000282U";29388;"ENERJÝSA HACININOÐLU";"40W0000000293888"
"40X000000000282U";412059;"ENERJÝSA KANDÝL HES";"40W0000004120593"
"40X000000000282U";472316;"ENERJÝSA KAVÞAKBENDÝ HES";"40W000000472316A"
"40X000000000282U";2195;"ENERJÝSA KENTSA DENGELEM_BÝRÝMÝ";"40W000000002195T"
"40X000000000282U";346534;"ENERJÝSA KUÞAKLI HES";"40W0000003465345"
"40X000000000282U";180826;"ENERJÝSA KÖPRÜ HES";"40W000000180826C"
"40X000000000282U";2198;"ENERJÝSA MERSÝN SANTRALI";"40W000000002198N"
"40X000000000282U";412061;"ENERJÝSA SARIGÜZEL HES";"40W000000412061G"
"40X000000000282U";2061039;"ENERJÝSA YAMANLI II HES";"40W000002061039X"
"40X000000000282U";335779;"ENERJÝSA ÇAMBAÞI HES";"40W000000335779N"
"40X000000000282U";31373;"ENERJÝSA ÇANAKKALE RES";"40W000000031373I"
"40X000000000282U";2197;"ENERJÝSA ÇANAKKALE SANTRALI";"40W000000002197P"
"40X000000000282U";5425;"Enerjisa Bandýrma DGKÇ Santralý";"40W000000005425N"
"40X000000000282U";81678;"Enerjisa MENGE HES";"40W0000000816783"
"40X000000000282U";1542358;"TUFANBEYLÝ-BARA 1(ÝÇ ÝHT.) VE 2";"40W000001542358Y"
"40X000000000282U";3200636;"TUFANBEYLÝ-BARA 3";"40W000003200636Y"
"40X000000000282U";3200637;"TUFANBEYLÝ-BARA 4";"40W000003200637W"
"40X0000000040886";118022;"KALECÝK";"40W000000118022H"
"40X0000000064408";2638240;"ALAKOPRU HES";"40W000002638240I"
"40X0000000064408";2218488;"ALAKOPRU HES";"40W000002218488M"
"40X0000000064408";111646;"DUMLU ENERJÝ ELEKTRÝK ÜRETÝM LTD. ÞTÝ.";"40W000000111646E"
"40X000000002785V";26610;"EGEMEN HES -1";"40W000000026610B"
"40X0000000064181";416006;"ENFAÞ AKSARAY OSB";"40W0000004160064"
"40X0000000064181";1810208;"KARACABEY-2 BÝYOGAZ SANTRALI";"40W000001810208N"
"40X0000000064181";3196977;"TÝRE BÝYOGAZ TESÝSÝ";"40W0000031969775"
"40X0000000006858";112953;"LOKMAN HEKÝM";"40W0000001129530"
"40X0000000004995";14208;"CEYHAN HÝDROELEKTRÝK SANTRALI";"40W000000014208U"
"40X0000000070394";723713;"Ensu Elektrik Enerji Üretim Limited Þirketi";"40W0000007237134"
"40X100000000147N";3457;" ENTEK ELEKTRÝK ÜRETÝMÝ A.Þ. (KOCAELÝ)";"40W000000003457K"
"40X100000000147N";252;" ENTEK ELEKTRÝK ÜRETÝMÝ A.Þ.(BURSA)";"40W000000000252G"
"40X100000000147N";3625;" ENTEK SARIYER SANTRALÝ (KOÇ ÜNÝVERSÝTESÝ SANTRALÝ)";"40W000000003625P"
"40X100000000147N";3200449;"AZMAK HES PROJELERÝ(ENTEK)";"40W000003200449X"
"40X100000000147N";18612;"DAMLAPINAR HES";"40W0000000186123"
"40X100000000147N";24392;"KEPEZKAYA HES";"40W0000000243925"
"40X100000000147N";31517;"KUMKÖY HES";"40W000000031517K"
"40X000000000625Q";723736;"BOZTEPE HES";"40W000000723736T"
"40X000000000625Q";3928;"Cindere Hidroelektrik Santralý";"40W0000000039287"
"40X0000000051918";99505;"EOLOS RÜZGAR ENERJÝSÝ ÜRETÝM A.Þ.";"40W000000099505P"
"40X000000011332U";3200632;"ERA ERZÝNCAN BÝYOKÜTLE SANT.";"40W0000032006325"
"40X000000003867O";37335;"BESNÝ HES";"40W000000037335X"
"40X000000003867O";29292;"BÜNYAN HES";"40W000000029292L"
"40X000000003867O";37321;"DERME HES";"40W0000000373217"
"40X000000003867O";37331;"ERKENEK HES(ERCÝYES ENR.)";"40W0000000373314"
"40X000000003867O";37325;"KERNEK HES";"40W100000037325N"
"40X000000003867O";29294;"PINARBAÞI HES";"40W000000029294H"
"40X000000003867O";29293;"SIZIR HES";"40W000000029293J"
"40X000000003867O";29295;"ÇAMARDI HES";"40W000000029295F"
"40X000000003165J";25541;"KAHTA HES 1";"40W0000000255419"
"40X100000000603N";18588;"ZETES 1";"40W000000018588B"
"40X100000000603N";25501;"ZETES 2-A";"40W000000025501L"
"40X100000000603N";28365;"ZETES 2-B";"40W000000028365P"
"40X100000000603N";3196007;"ZETES 3-A";"40W000003196007P"
"40X100000000603N";3196567;"ZETES 3-B";"40W000003196567O"
"40X0000000072192";1048724;"Deðirmen Regülatörü ve HES";"40W0000010487243"
"40X000000000165Y";576;"Ereðli Demir ve Çelik Fab. T.A.Þ.";"40W000000000576R"
"40X000000011642F";3204576;"ERKAR ENERJÝ ÜRETÝM TESÝSÝ";"40W0000032045766"
"40X000000004530H";49187;"EROÐLU GÝYÝM  SAN.TÝC.A.Þ.";"40W0000000491876"
"40X000000001002K";4091;"KABACA HES";"40W000000004091V"
"40X000000000335Z";3528;"ERZÝNCAN ÞEKER FABRÝKASI";"40W000000003528N"
"40X0000000113956";3204159;"ARDIÇLI RES(ES-YEL)";"40W000003204159M"
"40X0000000061476";233995;"ESER ENERJÝ ÜRETÝM A.Þ.";"40W000000233995Y"
"40X0000000056324";277546;"ESKO ÞÝÞLÝ ELEKTRÝK ÜRETÝM A.Þ.";"40W000000277546J"
"40X0000000002603";1437;"Eskiþehir Endüstriyel Enerji Dengeleme Birimi";"40W100000001437N"
"40X000000007739D";84639;"Akköy Espiye HES";"40W000000084639Z"
"40X000000007739D";1622567;"Siirt Enerji Üretim A.Þ.";"40W000001622567U"
"40X000000007739D";3706;"SÝÝRT ENERJÝ SANTRALÝ";"40W000000003706P"
"40X000000010356L";3197087;"KINIK RES(ESÝNTÝ)";"40W000003197087X"
"40X000000009443O";3194167;"ADA-2 RES";"40W000003194167D"
"40X0000000118362";3206030;"ETAB ENERJÝ BÝTLÝS ÇÖP GAZI SANTRALÝ";"40W0000032060303"
"40X000000007000V";1406024;"KÖROÐLU HES";"40W0000014060240"
"40X000000007000V";678686;"OYLAT HES-1";"40W0000006786867"
"40X0000000001348";1235942;"ETÝ ALUMÝNYUM A.Þ";"40W0000012359420"
"40X0000000001348";1235945;"ETÝ ALÜMÝNYUM A.Þ. SEYDÝÞEHÝR TERMÝK KOJEN";"40W000001235945V"
"40X0000000001348";2416;"OYMAPINAR GÝRÝÞ-2";"40W0000000024162"
"40X0000000001348";2415;"OYMAPINAR HES";"40W0000000024154"
"40X0000000004150";1043;"ETÝ BAKIR A.Þ.";"40W000000001043K"
"40X100000010793N";3199292;"ETÝ KROM A.Þ.PROSES ISI SANT.";"40W000003199292M"
"40X0000000003324";3002;"Bandýrma Boraks Santrali";"40W000000003002O"
"40X0000000003324";3001;"Emet Borikasit";"40W000000003001Q"
"40X0000000003324";3003;"Kýrka Bor Ýþletme Müd";"40W000000003003M"
"40X0000000003324";3119;"Sülfürik Asit";"40W0000000031193"
"40X000000000593D";4541;"ETÝ SODA";"40W000000004541Q"
"40X0000000097490";3195988;"DEMÝR REG.VE HES.";"40W0000031959885"
"40X000000006558M";346487;"BOZÜYÜK HES";"40W000000346487P"
"40X000000006558M";346501;"HARAKLI HENDEK HES";"40W000000346501K"
"40X000000006558M";346506;"PAZARKÖY AKYAZI HES";"40W000000346506A"
"40X000000007019A";1084036;"Fatih Enerji Elek. Üre. Paz. Dan. San. ve Tic. A.Þ.";"40W000001084036K"
"40X000000009386A";3194226;"PAÞALI HES";"40W000003194226N"
"40X000000006478K";412013;"FENER ENERJÝ";"40W000000412013R"
"40X000000000987T";4181;"Yalnýzca HES";"40W000000004181U"
"40X0000000116572";3204445;"AKINCI HES(FIRAT ÜRT.)";"40W000003204445L"
"40X0000000117714";3204671;"GAZÝANTEP FLAMENT TEKSTÝL KOJENERASYON SANTRALÝ";"40W000003204671C"
"40X000000004288Z";37436;"ICF Airports Antalya Havalimaný Kojenerasyon Santrali";"40W000000037436R"
"40X000000011274I";3200630;"FRÝTO LAY KOJENERASYON SANTRALÝ(KOCAELÝ)";"40W0000032006309"
"40X000000011274I";3203816;"FRÝTO LAY KOJENERASYON SANTRALÝ(MERSÝN)";"40W000003203816H"
"40X000000008540V";3194125;"Fuatres RES";"40W000003194125T"
"40X000000008540V";2641915;"Harmanlýk RES";"40W000002641915I"
"40X000000008540V";2810083;"KORU RES";"40W0000028100839"
"40X000000008540V";2813540;"Koru RES";"40W000002813540T"
"40X000000008540V";3008868;"MUT RES";"40W000003008868O"
"40X0000000094696";3194368;"ÞANLIURFA BÝYOKÜTLE SANTRALÝ";"40W0000031943683"
"40X000000009614N";3194968;"UMUTLU HES";"40W000003194968G"
"40X0000000005886";38378;"GALATA WIND ENERJÝ  A.Þ. (ÞAH RES)";"40W000000038378A"
"40X0000000005886";7490;"GALATA WÝND (MERSÝN RES)";"40W0000000074902"
"40X000000003585Y";1413158;"GÖKRES-2 RES";"40W000001413158P"
"40X000000003585Y";1456124;"GÖKRES-2 RES";"40W0000014561243"
"40X000000003585Y";1413026;"Gökres-2 RES";"40W0000014130265"
"40X000000003585Y";3196787;"KIRKAÐAÇ RES";"40W000003196787A"
"40X000000003585Y";100056;"Karadað RES";"40W0000001000569"
"40X000000003585Y";100179;"Karadað RES";"40W000000100179U"
"40X000000003585Y";26808;"Sares RES";"40W000000026808R"
"40X0000000085200";268;"ERE Hidroelektrik Üretim ve Ticaret A.Þ. Birkapýlý HES";"40W0000000002681"
"40X0000000085200";2223966;"Gazipaþa Kýzýldüz Santralý";"40W000002223966V"
"40X0000000085200";2225943;"Gazipaþa Kýzýldüz Santralý";"40W000002225943X"
"40X0000000085200";3645;"Kýzýldüz-Sahmallar HES";"40W000000003645J"
"40X000000004874M";71074;"GOREN-1";"40W0000000710744"
"40X000000004874M";538556;"GOREN-2";"40W000000538556E"
"40X000000005819P";270797;"GOSHA.Þ.";"40W000000270797T"
"40X000000011778R";3204679;"OÐUZELÝ BES";"40W000003204679X"
"40X000000011811I";3205524;"GEBZE DGKÇ SANTRALI 1";"40W000003205524K"
"40X000000011811I";3205525;"GEBZE DGKÇ SANTRALI-2";"40W000003205525I"
"40X000000010794Y";3199490;"GEMCÝLER KOJ.TESÝSÝ";"40W000003199490I"
"40X000000001164V";4765;"SARITEPE HÝDROELEKTRÝK SANTRALÝ";"40W0000000047654"
"40X0000000075993";1622559;"GENERAL REGÜLATÖRÜ";"40W000001622559T"
"40X000000010973Y";3199809;"GENERJÝ REG. ve HES";"40W000003199809B"
"40X0000000054518";1152888;"GERES RES";"40W000001152888R"
"40X000000007362Y";3004028;"KIZILÇAM HES";"40W000003004028E"
"40X000000007362Y";1724202;"PÝRO HES";"40W000001724202G"
"40X000000007362Y";1413086;"TOKMADÝN HES";"40W000001413086O"
"40X000000008702V";2647160;"STS-1 REGÜLATÖRÜ";"40W000002647160F"
"40X000000011795R";3204711;"SÜTÇÜLER HES";"40W000003204711Q"
"40X000000000120J";2659;"GOODYEAR2TURBIN";"40W000000002659D"
"40X000000000291T";2773;"GOODYEAR LASTÝKLERÝ T.A.Þ/ÝZMÝT";"40W000000002773F"
"40X000000000287K";3597;"GRANÝSER GRANÝT SERAMÝK SAN. VE TÝC. A.Þ.";"40W0000000035974"
"40X000000009550N";3194926;"GREENECO JES";"40W000003194926W"
"40X000000009550N";3200290;"GREENECO JES-3";"40W0000032002907"
"40X000000000988R";18548;"GÖK HES";"40W000000018548N"
"40X000000007339T";1174625;"GÖKBEL I-II HES";"40W0000011746250"
"40X0000000096648";3195268;"GÖKBÖÐET HES";"40W0000031952682"
"40X0000000082422";1930843;"EKÝNCÝK REGÜLATÖRÜ VE HES";"40W000001930843F"
"40X0000000082422";2643502;"SÜTLÜCE HES";"40W000002643502X"
"40X0000000116475";3204580;"GÖKTAÞ HES";"40W000003204580F"
"40X000000011054W";3200691;"ZÝYARET HES";"40W000003200691Q"
"40X000000000123D";36978;"EÞEN I HES";"40W000000036978X"
"40X000000000123D";36979;"EÞEN II HES";"40W000000036979V"
"40X000000011636A";3204370;"GÖLTAÞ GÖLLER BÖLGESÝ ÇÝMENTO/ATIK ISI SANTRALÝ";"40W000003204370Q"
"40X0000000071625";948849;"Gönen Biyogaz Tesisi";"40W0000009488492"
"40X000000007580O";1849265;"GÖKBOYUN HES";"40W000001849265M"
"40X0000000001615";3200107;"ALMUS HÝDRO E.S.";"40W000003200107O"
"40X0000000001615";572;"GÜL ENERJÝ GAZÝANTEP SANTRALÝ";"40W000000000572Z"
"40X0000000001615";3200110;"KÖKLÜCE HES";"40W000003200110Z"
"40X0000000001615";3200108;"PASÝF2";"40W000003200108M"
"40X0000000001623";3598;"GÜLLE ENTEGRE TEKS. ÝÞL.Emlak Danýþmanlýðý SAN.VE TÝC.A.Þ.";"40W0000000035982"
"40X000000006422A";335766;"GGAOSB";"40W000000335766W"
"40X0000000052299";281488;"GÜMÜÞKÖY JES";"40W000000281488V"
"40X000000010068Q";3197127;"DEREÝÇÝ HES";"40W000003197127A"
"40X000000011774Z";3204673;"GÜRES BÝYOKÜTLE ENERJÝ SANTRALÝ";"40W0000032046738"
"40X100000007959N";1808478;"GÜRGEN ENERJÝ ÜRETÝM VE DAÐITIM A.Þ.";"40W000001808478Y"
"40X100000000620N";3200115;"EFE-6 JES";"40W000003200115P"
"40X100000000620N";3204574;"EFE-7 JES";"40W000003204574A"
"40X100000000620N";1668883;"EFELER JEOTERMAL ELEKTRÝK SANTRALÝ";"40W0000016688833"
"40X100000000620N";3956;"GALÝP HOCA JES";"40W0000000039562"
"40X000000005331I";99738;"Gürsu Temiz Enerji Üretim A.Þ.";"40W0000000997382"
"40X000000011473C";3203821;"GÜRTEKS SENTETÝK 2 KOJENERASYON SANTRALÝ";"40W000003203821O"
"40X000000011473C";3203820;"GÜRTEKS ÝPLÝK KOJENERASYON SANTRALÝ";"40W000003203820Q"
"40X0000000044903";49247;"TUZTAÞI HES";"40W000000049247E"
"40X000000011055U";3200272;"ATÝK RES (GÜRÝÞ)";"40W0000032002729"
"40X000000007480S";1406884;"GÜVEN KOJENERASYON";"40W000001406884O"
"40X000000007480S";1406881;"GÜVEN KOJENERASYON";"40W000001406881U"
"40X000000003868M";29311;"ÇEÞMEBAÞI REGÜLATÖRÜ VE HES";"40W0000000293116"
"40X000000010894U";3199769;"ÇALIKOBASI HES";"40W000003199769Y"
"40X100000000181N";2543;"ALÝAÐA DGKÇS(Habaþ DGKÇS/DB-1)";"40W000000002543W"
"40X100000000181N";2661;"ALÝAÐA DÝESEL EÜS(HABAÞ/A/ütb)";"40W000000002661Q"
"40X100000000181N";2658;"HABAÞ/B/ütb";"40W000000002658F"
"40X000000010089I";3196981;"HALK ENERJÝ ERZURUM GES";"40W000003196981E"
"40X000000000116A";1041;"Halkalý Kaðýt Karton San.Tic A.Þ.Ýstanbul Santrali";"40W000000001041O"
"40X0000000064424";305346;"ENGÝL";"40W000000305346Z"
"40X0000000064424";305364;"ERCÝÞ";"40W000000305364X"
"40X0000000064424";305362;"HOÞAP";"40W0000003053620"
"40X000000000229Y";1150;"HAMBURGER TURKEY KOJEN";"40W000000001150J"
"40X000000000616R";3875;"HAMEKA HIDRO ELEKTRIK ENERJÝ URETIM A.S.";"40W0000000038752"
"40X000000000378H";984;"HAMÝTABAT C";"40W000000000984C"
"40X000000000378H";985;"HAMÝTABAT D";"40W000000000985A"
"40X000000000378H";945;"HAMÝTABAT ÜNÝTE-10";"40W000000000945M"
"40X000000000378H";983;"HAMÝTABAT ÜNÝTE-20";"40W000000000983E"
"40X000000010289A";3196747;"ELMALI RES";"40W000003196747M"
"40X000000007140F";799878;"HASANBEYLÝ RES";"40W000000799878B"
"40X000000011474A";3203949;"HASIRCI KOJENERASYON TESÝSÝ";"40W000003203949Z"
"40X000000009868T";3196929;"URLA HASSAS RES";"40W000003196929G"
"40X000000011555A";3204447;"KARAKEÇÝLÝ-1 REG. ve HES";"40W000003204447H"
"40X000000008519M";2256835;"HAYAT BÝYOKÜTLE PROJESÝ";"40W000002256835D"
"40X000000000272X";2555;"HAYAT KIMYA SAN A.Þ";"40W000000002555P"
"40X000000000272X";3421;"HAYAT KÝMYA (KAÐIT) SAN. A.Þ";"40W0000000034214"
"40X000000005576P";106748;"Can I HES";"40W000000106748O"
"40X000000011759V";3204618;"KUYULUTAÞ REG. ve HES";"40W000003204618G"
"40X000000004789D";60847;"HER ENERJI - KAYSERI";"40W000000060847N"
"40X000000008561N";2641913;"Yunuslar Hes";"40W000002641913M"
"40X000000000509S";472593;"TONYA I-II HES";"40W000000472593L"
"40X000000000509S";9670;"YILDIZLI HES";"40W000000009670R"
"40X000000000428S";3783;"Hidro Kontrol Elektrik Üretim San. A.Þ";"40W0000000037837"
"40X0000000116491";3204675;"ARZU RES";"40W0000032046754"
"40X000000006559K";341076;"SENA HES";"40W000000341076Y"
"40X000000005755P";117897;"ÇOBANLI HES";"40W000000117897X"
"40X000000011535G";3204270;"SOMA KOLÝN TERMÝK SANTRALÝ(Taþ Kömürü)";"40W000003204270U"
"40X0000000095927";3194608;"ÇAMLICA HES(HÝDROGÜÇ ENR.)";"40W0000031946089"
"40X0000000004037";3757;"ÝNNORES YUNTDAG RES";"40W0000000037578"
"40X000000007328Y";1236115;"IRMAK ENERJÝ ÜRETÝM SANAYÝ VE TÝCARET A.Þ.";"40W000001236115U"
"40X0000000118354";3205569;"KOCALAR RES(ISIDER)";"40W000003205569Z"
"40X000000004860X";61530;"çukurçayý hidroelektrik santrali";"40W000000061530A"
"40X0000000001194";2682;"ISPARTA MENSUCAT SANAYÝ VE TÝCARET A.Þ.";"40W000000002682I"
"40X0000000027650";23884;"ITC Adana Enerji Üretim San. ve Tic. A.Þ.";"40W000000023884Q"
"40X100000011765N";3204595;"ITC YUMRU ENERJÝ ÜRETÝM TESÝSÝ";"40W0000032045952"
"40X000000011093M";3200269;"ITC Antalya Biyokütle Tesisi";"40W000003200269Z"
"40X100000005349N";101029;"ITC Bursa Enerji";"40W0000001010297"
"40X0000000004207";1472279;"ITC Aksaray Üretim Tesisi";"40W000001472279J"
"40X0000000004207";60553;"ITC KA ASLIM ENERJÝ";"40W0000000605533"
"40X0000000004207";60551;"ITC-KA Aslým Enerji Üretim";"40W0000000605517"
"40X0000000004207";3194444;"ITC-KA ELAZIÐ ÜRT.TESÝSÝ";"40W000003194444D"
"40X0000000004207";3196710;"ITC-KA SAMSUN ÇARÞAMBA";"40W0000031967108"
"40X0000000004207";4055;"ITC-KA Sincan Biyokütle Santali";"40W000000004055Z"
"40X0000000004207";4101;"ITC-KA Sincan Biyokütle Santrali";"40W000000004101H"
"40X0000000004207";1048727;"ITC-KA SÝNCAN GAZLAÞTIRMA";"40W000001048727Y"
"40X0000000004207";3203648;"ITC-KA YOZGAT ENERJÝ ÜRETÝM TESÝSÝ";"40W000003203648C"
"40X0000000004207";3664;"ITC-KA-MAMAK KATI ATIK SANT.";"40W000000003664F"
"40X000000006840T";479357;"TAYFUN HES";"40W000000479357Z"
"40X000000000298F";3596;"KMK K.MARAÞ ÜRT.TES.";"40W0000000035966"
"40X000000000298F";3199471;"KMK KÜTAHYA ÜRT.TES.";"40W000003199471M"
"40X000000002225W";3192160;"DÝLEK RES";"40W0000031921600"
"40X000000002225W";3037434;"DÝLEK RES";"40W0000030374347"
"40X000000002225W";16149;"KALE HES";"40W000000016149A"
"40X000000002225W";16148;"KALE HES(KALE ENR.)";"40W000000016148C"
"40X0000000082430";2456689;"BEYHAN-1";"40W000002456689L"
"40X0000000082430";2454986;"BEYHAN-1";"40W000002454986P"
"40X000000011074Q";3200809;"YUKARI KALEKÖY BARAJI ve HES";"40W000003200809T"
"40X000000005611C";107577;"KALEMÝRLER ENERJÝ ELEKTRÝK ÜRETÝM LTD.ÞTÝ.";"40W000000107577K"
"40X0000000005009";3764;"KALEN ENERJÝ ELEKTRÝK ÜRETÝM A.Þ.";"40W000000003764B"
"40X000000000169Q";602;"Kaleseramik Kojenerasyon Tesisleri";"40W000000000602F"
"40X000000005999Y";119149;"KAM ENERJÝ ÜRETÝM TÝC. VE SAN A.Þ.";"40W000000119149P"
"40X000000009356J";3194022;"Kandil HES";"40W0000031940222"
"40X0000000078399";1710365;"Kangal RES";"40W000001710365E"
"40X0000000078399";3194123;"XZ";"40W000003194123X"
"40X0000000067008";412008;"KANGAL TERMÝK SANTRAL";"40W000000412008K"
"40X000000005656R";111670;"GÜDÜL";"40W000000111670H"
"40X000000005656R";118242;"ÇENGER";"40W0000001182423"
"40X100000005920N";118303;"KAPIDAÐ RES";"40W0000001183039"
"40X000000011260T";3200692;"KARATAÞ 1 HES";"40W000003200692O"
"40X000000000496B";11350;"UZUNDERE 1 REGÜLATÖRÜ VE HES";"40W0000000113505"
"40X000000006118D";723580;"KARAKURT ENERJÝ ÜRETÝM A.Þ.";"40W000000723580Y"
"40X000000006098U";606161;"KARAKÖY HES";"40W000000606161L"
"40X000000009444M";3194228;"KARAMAN BES";"40W000003194228J"
"40X000000004829R";99112;"BOZYAKA RES";"40W0000000991127"
"40X0000000001534";3658;"KARABÜK DEMÝR ÇELÝK SAN. VE TÝC. A.Þ.";"40W000000003658A"
"40X0000000001534";260;"Kardemir A.Þ. (Santral)";"40W000000000260H"
"40X000000000357P";3211;"KAREL PAMUKOVA SANTRALI";"40W000000003211F"
"40X000000000357P";62598;"KAREL SAYAN HES";"40W0000000625988"
"40X000000000124B";60690;"KAREN KAHRAMANMARAÞ ELEKTRÝK ÜRETÝM A.Þ";"40W000000060690U"
"40X000000000124B";99506;"KAREN KAHRAMANMARAÞ ELK. ÜRT. A.Þ";"40W000000099506N"
"40X000000010532R";3198990;"KARGI BARAJI VE HES";"40W0000031989903"
"40X000000000648E";3008920;"Kargý (Kýzýlýrmak) Hidroelektrik Santralý";"40W000003008920B"
"40X0000000055522";540486;"DERELÝ HES";"40W0000005404866"
"40X0000000055522";106568;"çýrakdamý hidroelektrik santralý";"40W000000106568Q"
"40X000000000337V";3450;"KAREGE";"40W000000003450Y"
"40X000000000337V";3452;"KARKEY-1";"40W000000003452U"
"40X000000000337V";3454;"KARKEY-2";"40W000000003454Q"
"40X000000000337V";3199472;"Karadeniz Powership Doðan Bey";"40W000003199472K"
"40X000000000337V";3194227;"UMURLU JES SANTRALÝ";"40W000003194227L"
"40X000000000337V";3196949;"UMURLU-2 JES";"40W000003196949A"
"40X000000006080C";180777;"KARMA-1 BES";"40W100000180777N"
"40X0000000005789";3803;"KARMAVÝ - KEKLÝCEK";"40W000000003803R"
"40X000000000448M";3717;"KARSU TEKSTÝL MOLU HES";"40W000000003717K"
"40X0000000117641";3204636;"KAR ELEKTRÝK ÜRETÝM SANTRALÝ";"40W000003204636E"
"40X0000000114936";3203910;"KARTEPE BÝYOKÜTLE-PÝROLÝZ SIVISI ve GAZI ENR.SANTRALÝ";"40W000003203910P"
"40X000000000327Y";3595;"Kartonsan Karton Sanayi ve Tic. A.Þ.";"40W0000000035958"
"40X000000011257I";3200459;"UMURLU 2 JES ";"40W000003200459U"
"40X000000011257I";3200460;"UMURLU JES";"40W0000032004608"
"40X000000000631V";3966;"KASAR VE DUAL TEKSTÝL SAN. A.Þ";"40W100000003966N"
"40X000000000168S";3200172;"KASTAMONU ENTEGRE-ADANA KOJEN. SANT.";"40W000003200172D"
"40X000000000168S";3594;"KASTAMONU ENTEGRE-BALIKESÝR KOJEN. SANT.";"40W000000003594A"
"40X000000000168S";3200170;"KASTAMONU ENTEGRE-KASTAMONU KOJEN. SANT.";"40W000003200170H"
"40X000000000168S";1314;"KASTAMONU ENTEGRE-KOCAELÝ KOJEN. SANT.";"40W000000001314F"
"40X000000000570P";24657;"KAHRAMAN REG VE HES";"40W000000024657W"
"40X000000000570P";25480;"KAHRAMAN REG VE HES";"40W0000000254803"
"40X0000000095498";3195222;"ULUBORLU RES";"40W000003195222Q"
"40X000000006398I";723724;"Kaya Turistik Tesisleri Titreyengöl Otelcicilik A.Þ.";"40W100000723724N"
"40X000000000639F";4027;"KAYEN ALFA ENERJÝ ELEKTRÝK ÜRETÝM LTD. ÞTÝ.";"40W0000000040273"
"40X000000008681D";2634264;"BÜYÜKBAHÇE HES";"40W000002634264O"
"40X000000009456F";3194440;"BAÐBAÞI  REG.ve HES";"40W000003194440L"
"40X100000009403N";3194134;"SERHAT REG. VE HES";"40W000003194134S"
"40X000000002224Y";3200467;"KAYSERÝ ÞEKER KOJENERASYON-BOÐAZLAYAN";"40W000003200467V"
"40X000000002224Y";3200489;"KAYSERÝ ÞEKER KOJENERASYON-KOCASÝNAN";"40W000003200489L"
"40X000000010814H";3199473;"KAZAN DOÐALGAZ KOJ.SANT.";"40W000003199473I"
"40X000000004669N";65314;"CÖMERTOÐLU";"40W000000065314X"
"40X000000005690R";296761;"AYVASIL HES";"40W0000002967618"
"40X000000006538S";340783;"DEÐÝRMEN REG.  VE HES";"40W000000340783E"
"40X000000000524W";3193618;"KEN KÝPAÞ JES";"40W000003193618B"
"40X000000000524W";3196927;"KEN-3 JES";"40W000003196927K"
"40X000000003872V";29829;"M.KEMALPAÞA SUUÇTU";"40W0000000298294"
"40X000000003872V";29827;"ÝNEGÖL CERRAH";"40W0000000298278"
"40X000000003872V";29828;"ÝZNÝK DEREKÖY";"40W0000000298286"
"40X000000002445I";24379;"Keskinoðlu Kojenerasyon Tesisi 1";"40W000000024379Y"
"40X000000002445I";100217;"Keskinoðlu OSB Kojenerasyon Tesisi 2";"40W000000100217B"
"40X000000002445I";107260;"Merkez Viol Fabrikasý";"40W000000107260C"
